Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Target
0,1,1,0,0,0,0,1,3,1,202500,39.56001834,12.60806177,0
0,1,0,0,0,0,0,0,2,29,252000,30.92739755,1.990458394,0
1,0,0,1,0,0,0,0,2,34,202500,27.79523193,7.077489613,1
0,0,0,0,0,0,1,0,2,10,144000,54.86765642,0,0
0,0,1,1,0,0,0,0,2,29,450000,58.81024251,12.75864665,0
0,0,1,0,0,0,0,0,2,49,315000,43.70794746,15.65261436,0
0,1,0,0,0,0,0,0,1,37,157500,44.54848491,0.262839073,0
1,1,0,1,1,0,0,0,2,17,135000,36.91520018,4.972039125,0
0,0,1,0,0,0,1,0,2,5,148500,57.07440947,0,0
0,0,1,0,0,0,1,2,4,28,135000,60.47215206,0,0
1,0,1,0,0,0,0,1,3,58,202500,44.310287,2.746120728,0
0,0,1,0,0,0,0,0,2,55,270000,57.73698296,24.24416655,0
0,0,1,0,1,0,0,0,2,56,90000,51.31932894,8.599765909,0
1,1,0,1,1,0,0,2,4,38,112500,43.92698002,18.3248116,0
1,1,1,0,0,1,0,0,2,22,112500,23.98132747,3.934372369,0
0,1,1,0,0,0,0,0,2,30,247500,53.97509874,22.85604769,0
1,0,1,0,1,0,0,0,2,18,148500,23.78967398,3.389528875,0
1,1,1,0,1,0,0,2,4,14,180000,45.78054306,5.379987269,0
0,0,1,0,0,0,0,0,2,38,184500,36.51546575,7.099392869,0
0,1,1,0,1,1,0,0,2,40,189000,51.72180127,1.305981642,0
1,1,1,0,0,1,0,1,3,19,180000,32.99999316,5.971375182,0
1,0,1,1,0,0,0,0,2,13,112500,26.77673053,2.151994907,0
0,0,1,0,0,1,0,0,2,14,58500,42.55802652,13.54168806,0
0,1,0,1,0,0,0,0,2,26,67500,31.22582941,5.295112152,0
0,0,0,0,0,0,1,0,1,35,117000,63.12518395,0,1
1,1,1,0,0,0,0,2,4,56,180000,35.7543276,13.17754642,1
0,0,1,1,1,0,0,0,1,52,202500,49.95858916,26.28116936,0
1,1,1,1,1,1,0,0,1,26,112500,28.6795759,7.548409618,0
0,0,0,0,0,0,1,0,2,16,255150,51.1495787,0,0
1,1,1,0,1,0,0,1,3,2,427500,32.55919013,6.962497519,0
0,0,1,0,0,0,0,1,2,2,112500,25.68978145,1.886417928,0
1,1,1,0,0,0,0,0,1,44,157500,39.10826369,6.001492159,0
1,1,1,0,0,0,0,1,3,18,225000,51.5383615,2.299841886,1
1,0,1,0,1,0,1,0,2,13,144000,60.84176951,0,1
0,1,1,0,0,1,0,1,3,3,103500,27.44477984,4.553139353,0
1,1,1,1,0,0,0,2,4,58,112500,33.04653757,0.681738845,0
0,1,1,0,0,1,0,0,2,35,450000,54.01890525,8.257527533,0
1,0,0,0,0,0,0,0,2,27,135000,29.99924708,4.473740049,1
0,0,1,0,0,1,0,1,3,11,54000,35.21769783,6.831077982,0
1,1,0,0,0,0,0,0,2,58,99000,28.52077729,1.193727455,0
0,1,1,0,1,0,1,0,1,7,178650,47.34115006,0,0
1,0,1,0,0,0,0,1,2,23,180000,45.07690096,2.483281655,0
1,1,1,0,0,0,1,0,2,32,90000,50.24333149,0,0
1,1,1,0,0,0,0,2,4,25,472500,48.85521263,5.599019829,0
0,0,0,1,0,0,0,0,2,40,90000,31.86649965,9.125444054,0
0,0,0,1,0,0,0,0,1,11,91530,59.69732438,4.4545747,0
0,0,1,1,1,0,0,1,3,34,112500,33.61876014,13.42395806,0
1,0,0,0,0,0,0,0,1,30,247500,41.16990766,6.045298671,1
0,0,1,0,0,0,1,0,2,40,112500,59.63435252,0,0
1,0,1,0,0,0,0,1,3,33,225000,44.47456142,3.433335387,0
0,0,0,0,0,0,1,0,2,44,135000,58.48990739,0,0
0,1,1,1,0,0,0,0,2,44,157500,36.26905412,15.9428325,0
0,0,1,0,0,0,0,0,2,13,126000,31.1409543,2.083547232,1
0,1,1,0,0,0,0,2,4,28,121500,39.09731206,1.459304435,0
0,0,1,0,1,0,0,0,1,17,495000,39.5435909,4.616111214,1
1,1,0,0,0,0,0,0,1,22,180000,44.65526328,1.678336995,1
0,0,1,1,1,1,0,1,2,6,135000,29.27370172,2.590060029,0
0,0,1,0,0,0,1,0,1,22,90000,60.18740973,0,0
0,0,1,0,1,0,1,0,2,45,292500,54.99086224,0,0
1,1,0,1,1,0,0,0,2,40,135000,24.36463446,6.368371698,0
0,0,0,1,1,0,0,0,2,6,225000,50.59652149,2.702314216,0
1,0,1,0,0,0,0,2,3,53,270000,31.49962012,11.00364826,0
0,0,1,0,0,0,0,1,3,15,166500,25.16957912,2.201277234,0
0,0,1,1,1,0,0,0,2,36,81000,53.82998966,8.339664743,0
1,1,0,0,0,0,0,2,4,40,261000,43.59021746,4.517546562,1
1,0,1,0,0,0,0,2,4,32,162000,30.46469127,11.67991129,0
1,0,1,0,0,0,0,0,1,6,157500,24.04156143,1.640006297,0
1,1,1,1,0,0,0,0,2,49,270000,49.1947131,2.450426771,0
0,0,1,0,1,0,0,1,2,8,216000,28.78087846,4.878950286,0
0,0,1,0,0,0,1,0,2,37,126000,59.74934461,0,0
0,0,0,0,1,0,0,0,2,51,90000,43.92424211,10.50534919,0
0,1,1,0,0,0,0,1,2,20,315000,32.10195966,5.596281922,0
0,0,1,0,0,0,0,0,2,29,112500,50.35832358,16.78063205,0
0,1,0,1,1,0,0,0,2,54,67500,33.70911107,3.844021438,0
0,0,1,1,0,0,0,0,2,30,45000,55.30572154,25.74727749,0
0,0,1,0,0,0,1,0,2,34,67500,60.18740973,0,0
0,1,1,0,1,0,1,0,2,41,90000,54.4706599,0,0
1,1,1,0,1,0,0,0,2,18,144000,28.38388194,6.54085984,0
1,0,1,0,0,0,0,0,1,49,180000,28.15115985,0.295693957,0
1,0,1,0,0,0,0,0,2,19,315000,54.25984106,11.26101152,0
0,0,1,0,1,0,1,0,1,40,135000,56.02305318,0,0
0,1,1,0,1,1,0,1,3,8,630000,51.7710836,17.93055299,0
0,1,0,1,0,0,0,0,2,42,270000,33.66804246,1.051356291,0
0,0,1,1,0,0,0,0,1,35,220500,47.08104889,1.533227924,0
0,0,1,0,0,1,0,0,1,1,180000,55.78759317,12.10154897,0
1,0,1,0,0,1,0,0,2,0,90000,24.15929143,2.023313278,0
1,1,1,0,0,0,0,1,3,5,135000,27.37907007,4.870736565,0
1,1,0,1,0,1,0,2,4,2,90000,32.14302826,4.243755861,0
0,0,1,0,1,0,1,0,2,52,180000,55.12775759,0,0
0,1,1,0,0,0,0,1,2,55,225000,28.17032519,6.428605652,1
1,0,1,1,0,0,0,1,3,20,103500,32.36753664,1.798804904,0
0,0,1,0,0,0,0,0,1,23,112500,47.20699261,1.171824199,0
0,0,1,0,1,0,1,0,2,56,67500,60.18193392,0,0
0,0,0,1,1,0,0,2,4,47,157500,36.32107435,8.95569382,0
1,1,0,1,1,0,0,0,2,31,90000,31.30796662,5.601757736,0
1,1,1,0,0,0,0,0,2,51,130500,53.80808641,31.0259622,0
0,0,1,0,0,0,1,0,1,38,112500,64.70221839,0,0
1,1,1,0,0,0,1,0,2,27,180000,64.46675839,0,0
1,1,1,0,0,0,0,1,3,42,360000,38.16642368,1.689288623,0
0,0,1,0,0,0,0,0,2,60,247500,35.08080248,2.151994907,1
1,1,1,0,1,0,0,0,2,22,297000,56.15173481,3.178710035,0
0,0,1,0,0,0,0,0,2,28,112500,29.64058126,4.030199114,0
1,1,1,0,1,0,0,0,2,30,418500,52.1242736,0.199867212,0
0,0,1,0,0,0,0,0,2,24,315000,39.47788113,6.633948678,1
0,0,1,0,0,0,0,0,1,20,157500,38.8016181,10.76271244,0
0,0,1,0,0,0,1,0,1,46,153000,58.19695134,0,0
1,0,0,0,0,0,0,3,5,52,180000,38.9960095,9.67850127,0
0,0,1,0,0,0,1,0,2,45,112500,64.55710932,0,0
0,1,1,0,0,0,0,0,1,14,180000,47.2809161,23.18733444,0
0,1,1,0,1,1,0,1,3,27,315000,31.55164035,4.476477956,0
1,1,1,0,0,0,0,0,2,36,202500,40.77564906,7.129509846,0
0,0,1,0,0,0,0,0,1,6,225000,47.13580703,3.115738174,0
0,0,1,0,0,0,0,0,1,28,81000,27.01219053,7.072013799,0
0,0,1,1,0,0,0,0,2,34,112500,54.80468456,4.681820982,1
0,0,1,0,0,0,0,0,1,4,324000,44.13506095,4.26292121,1
0,0,1,0,0,0,1,0,2,22,405000,59.01832344,0,0
1,1,1,0,1,0,0,0,2,53,360000,61.48243975,5.295112152,0
0,1,1,0,0,0,0,1,3,49,315000,38.34164973,0.799468846,1
0,0,1,0,0,0,0,1,3,18,157500,39.5435909,7.846841482,0
1,1,1,0,0,0,0,0,2,43,180000,36.12394505,2.214966769,0
1,1,1,0,0,0,0,0,2,34,225000,41.30954092,7.553885432,0
1,1,0,1,0,0,0,1,3,23,144000,27.51322751,0.774827683,0
1,1,0,0,1,0,0,1,3,17,135000,51.83953127,5.243091918,0
0,0,1,1,1,0,0,2,4,26,103500,39.51073602,18.12768229,0
0,1,1,1,1,0,0,0,2,7,76500,33.89528875,6.261593325,0
0,0,1,0,1,1,1,0,1,18,67500,46.2624147,0,0
0,0,1,0,1,0,0,0,2,34,247500,54.3529299,0.547581401,0
0,0,1,0,0,0,0,1,2,30,76500,32.41134315,3.044552592,0
1,1,0,0,0,0,0,0,2,59,135000,53.70130804,1.054094198,0
0,0,1,0,0,0,0,0,2,7,90000,51.07839312,7.271881011,0
1,1,1,0,0,1,0,0,2,48,675000,55.11680596,9.67850127,0
1,1,0,0,0,0,0,1,3,45,225000,36.08287645,8.487511722,0
0,0,1,0,0,0,1,0,2,2,135000,55.02919293,0,0
1,0,1,1,1,1,0,0,2,1,225000,46.08992656,8.950218006,0
0,0,1,0,0,1,0,1,3,14,202500,48.53213961,10.59570012,0
0,1,1,0,0,0,0,0,2,31,180000,35.43673039,1.295030014,0
0,1,1,0,0,0,0,1,3,3,90000,36.64688529,0.517464424,0
1,1,1,0,0,0,0,1,3,21,247500,43.17953141,10.95984175,0
0,0,0,0,1,0,0,0,1,3,315000,26.68364169,3.471666085,0
0,0,0,1,1,0,0,0,2,7,49500,31.82543105,2.59827375,0
0,0,1,0,1,0,0,1,2,5,76500,39.80916788,9.171988473,0
0,0,1,0,1,0,1,0,1,38,112500,58.19695134,0,0
0,0,0,1,0,0,0,0,2,45,157500,51.6944222,8.632620793,0
0,0,1,0,0,0,0,1,3,30,135000,38.60175089,4.424457723,0
1,0,1,0,1,0,0,0,1,26,202500,43.33559211,1.713929786,1
0,0,0,0,0,0,0,1,3,18,157500,42.36363512,4.514808655,0
0,0,1,0,0,0,0,0,2,44,45000,55.04835828,17.25702787,1
0,0,1,1,1,0,0,0,2,52,103500,46.56358447,4.295776094,0
0,0,1,0,0,0,0,1,3,18,103500,43.49986653,23.83895631,0
0,0,0,1,0,0,0,0,2,57,90000,51.86964825,14.62042342,0
0,0,1,0,0,0,1,0,2,7,148500,64.60091583,0,0
0,1,1,0,0,0,0,0,2,36,157500,37.95834274,3.115738174,0
0,0,1,0,0,0,0,0,2,39,99000,42.68397024,2.436737236,0
1,1,1,0,0,0,0,0,2,10,270000,46.31717284,1.683812809,0
0,0,1,0,0,1,0,0,2,1,103500,28.46328124,1.544179552,1
0,0,1,0,1,0,0,0,2,27,225000,45.47115957,15.25835575,0
0,0,1,0,0,0,1,0,2,29,112500,57.5179504,0,0
0,0,0,0,0,0,0,1,3,2,99000,42.78253489,1.155396757,0
1,0,0,0,0,1,0,0,2,36,225000,32.90690432,4.260183303,0
0,0,1,0,1,0,0,0,2,48,157500,53.81082432,4.794075169,0
1,0,1,0,0,0,0,0,1,5,270000,49.33708427,4.366961676,1
0,1,1,0,0,0,0,0,2,42,157500,45.7559019,6.551811468,0
1,0,1,0,0,0,1,0,2,49,117000,62.73366325,0,0
0,0,0,1,0,0,0,1,3,13,135000,39.57918369,12.26034758,0
0,0,1,1,1,0,0,0,2,24,99000,54.93336619,9.199367543,0
0,0,0,0,0,0,0,0,2,41,76500,35.92955365,14.34663272,0
0,0,1,0,0,0,0,1,3,14,247500,35.99252551,3.51273469,0
0,0,1,0,1,0,0,0,1,53,67500,51.8888136,1.366215596,1
0,0,0,1,0,0,0,0,1,19,157500,55.75200038,18.2864809,0
0,0,1,0,0,0,0,0,2,42,387000,54.98264851,13.63203899,0
0,0,1,0,0,0,0,0,1,18,157500,60.8773623,29.02181427,0
1,1,0,0,0,0,0,0,1,14,180000,55.14692293,0.295693957,0
1,0,1,0,0,0,0,0,2,50,180000,54.93336619,9.930388714,0
1,1,1,1,0,0,0,0,2,4,139500,46.0296926,0.498299075,1
1,1,0,1,1,0,0,0,2,3,81000,48.35143774,8.92831475,0
0,0,1,0,0,0,0,2,4,9,90000,35.56267411,16.96133391,0
0,0,0,1,1,0,0,0,2,16,103500,43.77639513,18.17970253,0
0,0,0,0,0,1,0,0,1,4,180000,40.56756812,3.052766313,0
1,0,1,0,0,0,0,0,1,19,517500,29.11764102,0.785779311,0
0,0,1,0,0,0,0,5,7,21,157500,35.69956946,9.240436149,0
0,1,1,0,0,1,0,0,2,13,427500,54.9005113,6.863932867,0
0,0,1,0,0,0,1,0,1,18,112500,63.02114349,0,0
0,0,0,0,0,0,1,0,2,56,112500,58.48990739,0,1
1,0,0,1,0,0,0,0,2,20,135000,23.37351212,1.782377462,0
0,0,0,0,1,0,1,0,1,5,202500,61.22233858,0,0
0,0,1,0,0,0,0,2,3,30,360000,37.16982553,9.746948945,0
0,0,1,0,0,0,1,0,2,9,157500,59.84790927,0,0
0,0,0,0,0,0,0,0,2,59,112500,46.99343587,25.63502331,0
0,0,0,1,1,0,0,1,3,45,45000,30.94930081,10.94615221,0
1,0,0,1,1,0,0,0,2,23,222750,48.83057147,12.76686037,0
0,1,0,0,0,0,1,0,1,4,90000,66.25187376,0,0
1,1,1,1,1,0,0,0,2,35,153000,51.63966406,4.05210237,0
0,1,1,1,1,0,0,0,2,30,202500,28.92324962,2.455902585,0
0,1,0,0,0,0,0,0,2,45,202500,41.23287953,0.982908616,0
0,0,1,0,0,0,0,0,1,47,180000,48.5294017,4.881688193,0
1,0,0,0,0,0,0,0,1,21,279000,30.23196917,8.69011684,1
1,1,1,1,1,0,0,0,2,34,135000,40.84135882,22.33310746,0
0,0,1,0,1,0,1,0,1,37,202500,64.62008118,0,0
1,1,0,0,0,0,0,0,2,7,135000,39.04802973,5.117148196,1
0,0,1,0,0,0,0,0,1,40,135000,45.15630027,25.33932935,0
1,0,1,1,1,0,0,2,4,33,135000,33.99932921,0.618766984,0
0,1,1,1,0,0,0,0,2,8,225000,48.79497868,25.69525726,0
0,0,0,0,0,0,0,0,2,50,112500,50.26523474,32.26623408,0
0,0,0,0,0,0,1,0,2,13,67500,56.75681225,0,1
1,0,0,0,0,0,0,1,3,43,162000,30.24018289,2.57089468,0
0,1,0,0,0,0,0,0,2,11,67500,40.80029022,5.01310773,0
0,0,0,1,1,0,0,0,2,9,180000,42.76063164,6.84202961,1
1,0,0,0,0,0,0,1,2,46,216000,29.50368591,3.214302826,0
1,0,0,0,0,1,0,0,1,9,166500,23.00115677,1.232058153,0
0,0,0,0,1,0,1,0,1,6,198000,60.23942997,0,0
0,0,1,0,0,0,0,1,3,15,270000,30.62622778,4.799550983,0
1,0,1,1,0,0,0,0,1,20,135000,47.85587658,6.127435882,0
0,0,0,0,0,0,0,0,1,8,90000,33.28473548,4.087695161,0
0,0,1,0,1,0,0,2,4,53,99000,34.91379015,1.185513734,1
0,0,0,0,1,0,0,0,1,57,135000,50.68687242,1.18003792,0
1,1,1,0,1,0,0,0,2,39,135000,61.71516184,0.533891866,0
0,1,1,0,1,0,0,0,2,7,450000,41.8105779,6.762630307,0
1,1,0,1,1,0,0,0,1,31,180000,27.84725217,4.961087497,0
0,0,0,1,0,0,0,0,1,48,94500,42.90847861,1.702978158,0
0,0,0,0,0,0,0,0,2,43,67500,49.88740357,20.45490325,0
0,0,1,0,0,0,1,0,1,29,99900,65.15944886,0,0
0,0,1,0,0,0,0,0,1,13,315000,28.89587055,3.269060966,0
0,1,1,0,1,0,0,1,2,37,270000,38.47306926,0.383306981,1
1,1,1,0,0,0,1,0,2,37,180000,51.39599034,0,1
1,0,1,0,1,0,0,0,1,33,292500,27.351691,3.342984456,0
0,1,1,0,0,0,0,0,2,45,450000,27.78701821,7.6195952,0
1,1,1,0,0,0,0,0,1,20,157500,24.00596864,2.510660725,0
0,0,1,0,1,0,0,0,2,25,153000,51.65882941,1.987720487,0
0,1,1,1,0,0,0,0,1,27,135000,53.17562989,10.628555,1
0,0,1,0,1,0,1,0,2,12,279000,59.9409981,0,0
1,0,1,0,1,0,0,1,3,44,135000,43.57105211,8.465608466,0
0,0,1,0,0,0,1,0,1,39,144000,60.07515555,0,1
1,1,0,1,0,0,0,0,2,12,99000,57.5946118,3.427859573,0
1,0,0,0,0,0,0,0,2,24,54000,30.84252243,4.457312607,0
0,0,0,0,0,1,0,0,2,26,112500,31.11905104,10.75176082,0
0,0,1,0,0,0,0,0,2,6,90000,52.43365709,1.09790071,0
0,0,0,1,1,0,0,0,2,52,405000,29.36679056,5.25951936,0
0,1,1,0,0,0,0,1,3,33,202500,33.77755875,1.253961409,0
0,0,1,0,0,0,0,1,3,4,157500,44.78120701,4.512070748,0
0,0,1,0,0,0,0,0,2,58,67500,49.69301218,7.521030548,0
0,1,1,1,0,0,0,0,2,21,139500,39.93784951,19.43366394,1
0,0,1,0,0,0,0,0,1,30,135000,54.18044176,10.05633244,0
0,0,0,0,0,0,0,1,3,22,180000,49.08793473,17.21595926,0
0,0,1,0,0,1,0,1,3,14,76500,30.62348987,3.846759345,0
0,0,1,1,0,0,0,0,2,41,216000,42.62647419,4.487429584,0
1,1,0,0,0,0,0,0,2,18,193500,46.71964517,5.25951936,0
1,1,0,1,0,0,0,2,4,59,270000,49.68479846,3.014435615,0
1,1,1,0,1,0,0,0,2,43,112500,56.13256946,12.18368618,0
0,0,1,0,0,0,0,2,4,39,121500,39.68596207,3.931634462,1
0,0,1,0,0,0,0,1,3,2,135000,33.07391664,4.446360979,0
0,0,1,1,0,0,0,1,3,2,67500,49.66837101,14.25901969,0
0,1,0,0,0,0,0,1,3,27,225000,34.95485876,12.63270293,0
0,0,0,1,1,0,0,0,2,36,58500,44.83870305,6.617521236,0
1,0,1,0,0,1,0,0,2,47,135000,54.55005921,13.20218759,0
0,0,0,0,0,0,0,1,3,13,180000,27.13539635,7.296522174,1
1,0,0,0,1,0,0,0,2,8,90000,60.62273695,10.26441337,0
1,1,1,0,0,1,0,2,4,18,135000,36.24715087,16.01401808,0
1,1,1,0,0,0,0,0,2,6,216000,44.72918677,4.920018892,1
0,0,0,0,0,0,0,0,2,41,171000,47.93527588,4.512070748,0
0,0,1,1,1,0,0,1,3,1,108000,34.83439085,3.099310732,0
1,1,0,0,1,0,0,0,2,45,270000,49.20292682,13.0105341,0
0,0,1,0,1,0,1,0,2,9,121500,67.2840647,0,0
0,0,1,0,0,0,1,0,2,39,90000,60.29966392,0,0
0,0,1,0,0,0,0,1,3,3,202500,37.72014484,8.92831475,0
0,0,1,0,0,0,0,0,2,16,180000,62.68438093,43.0207328,0
0,0,1,0,0,0,1,0,2,1,157500,60.86093486,0,0
1,0,1,0,1,0,1,0,2,54,256500,63.59884187,0,0
0,0,0,1,0,0,0,0,1,25,180000,31.99791919,2.677673053,0
0,0,0,0,0,0,0,0,2,14,112500,37.24922483,3.638678412,0
0,0,1,0,0,0,1,0,2,6,202500,60.64737811,0,0
0,0,1,0,0,0,0,0,1,43,81000,60.4091802,0.459968377,1
0,0,1,0,0,0,0,0,2,33,103500,35.01235481,6.319089372,0
0,1,1,0,0,0,0,0,1,19,225000,49.98323032,6.546335654,0
0,1,1,0,0,0,0,1,3,39,135000,41.25478278,5.659253783,1
0,0,0,1,0,0,0,0,1,48,270000,37.67907623,5.379987269,1
1,0,1,0,0,0,0,0,2,47,157500,60.56250299,6.160290766,0
0,0,1,0,0,0,1,0,2,29,360000,60.22574043,0,0
1,1,1,0,0,0,1,0,2,14,202500,64.71317002,0,1
0,0,1,1,1,0,0,0,2,54,90000,39.3875302,0.380569074,1
0,0,1,0,1,0,0,0,2,48,180000,28.57827334,6.198621464,0
1,1,0,0,0,0,0,0,2,38,180000,28.44137799,3.036338871,0
0,0,1,0,0,0,0,0,1,4,166500,44.9755984,19.45009138,0
0,0,1,0,0,0,1,0,2,23,67500,59.73839299,0,0
0,0,1,0,0,0,0,0,2,34,121500,51.94083383,22.34405908,1
1,1,1,0,0,0,1,0,2,39,90000,60.58714416,0,0
0,0,1,1,1,0,0,0,1,24,81000,30.99584523,1.256699316,0
0,0,1,0,1,1,0,0,2,29,450000,46.32538656,25.13672423,0
0,0,1,0,0,0,0,0,2,41,202500,37.18625297,9.506013128,0
0,0,0,1,1,0,0,1,3,15,81000,24.48236446,0.596863728,0
0,0,1,0,0,1,0,0,2,43,292500,45.41640143,2.773499798,0
0,0,0,1,0,0,0,0,2,24,45000,50.39391637,8.517628699,0
0,0,0,0,0,0,0,0,1,10,117000,62.2052472,2.513398632,0
1,0,0,1,0,0,0,0,1,19,117000,22.36322443,2.201277234,1
0,1,0,0,0,0,1,1,3,34,175500,54.7417127,0,0
1,1,1,0,0,0,0,0,2,48,135000,40.52923742,0.61329117,0
0,1,1,0,0,0,1,0,2,15,157500,64.19570559,0,0
0,0,1,0,1,1,0,0,1,13,261000,23.2092377,2.592797936,0
0,1,1,1,0,0,0,1,3,15,135000,24.87388516,0.298431864,0
1,1,0,1,1,0,0,0,2,48,328500,40.78660068,7.266405197,0
0,0,1,1,0,0,0,0,1,5,99000,27.42287658,3.186923756,0
1,0,0,0,1,0,0,0,1,26,225000,33.63518758,0.26557698,0
1,1,0,1,0,0,0,0,2,32,225000,52.40901593,6.612045422,0
0,0,0,0,0,0,0,0,1,29,139500,53.83272757,31.91851989,0
1,1,1,0,0,0,1,0,2,17,225000,63.54408373,0,0
1,1,1,0,0,0,0,1,3,40,189000,46.25146307,4.164356558,0
0,1,1,0,0,0,0,0,2,6,315000,46.07623702,6.946070077,0
1,0,0,1,1,0,0,0,1,58,157500,41.45191209,0.637932333,1
1,0,0,0,0,0,0,0,1,4,225000,23.33518142,1.18003792,0
0,1,1,0,0,0,1,0,2,27,139500,57.52068831,0,0
1,0,0,0,0,0,0,0,2,2,184500,22.62058769,0.468182098,0
1,1,1,0,0,0,0,0,2,21,382500,29.05740707,1.93022444,0
0,0,0,0,1,0,1,0,1,3,90000,63.32778907,0,0
0,0,1,0,0,0,0,0,2,19,135000,36.01169086,3.236206082,0
0,1,1,0,0,0,1,0,1,46,189000,65.89047003,0,0
0,1,0,1,1,0,0,2,4,11,112500,32.49895617,4.098646789,1
1,0,1,0,0,0,0,1,3,43,202500,45.93386586,8.974859169,0
0,0,1,0,0,0,0,1,3,30,112500,35.90491249,1.111590245,0
0,0,1,0,1,0,1,0,2,12,67500,57.47140598,0,0
1,0,1,0,1,0,0,1,3,21,225000,49.76419776,3.592133993,0
0,0,1,0,0,0,1,0,1,58,247500,63.73847512,0,0
1,1,1,0,0,0,0,0,1,8,135000,50.5992594,4.928232613,1
0,0,1,0,0,0,0,2,4,21,115200,40.72910464,1.960341417,0
0,1,0,1,0,0,0,1,3,23,112500,27.04504542,1.681074902,1
0,0,1,0,0,0,0,1,2,37,225000,38.54151694,10.38214337,0
0,1,1,1,1,0,0,0,2,20,76500,53.1017064,8.640834514,0
0,1,0,0,0,0,0,1,3,18,90000,27.83903845,0.766613962,0
0,0,1,0,0,0,0,0,2,52,54000,42.07067907,0.928150475,1
1,0,1,0,0,0,0,1,3,24,180000,49.49314497,9.900271737,0
1,0,1,1,1,0,0,0,2,19,135000,40.34032184,8.684641026,0
1,0,1,0,0,0,1,0,2,54,198000,67.52226261,0,0
0,1,1,0,0,0,0,0,2,30,157500,47.34115006,14.45067318,0
0,0,1,0,0,0,0,3,5,21,292500,33.86243386,1.839873509,1
0,0,0,0,0,0,0,0,2,24,135000,37.82966112,7.597691944,0
1,1,0,0,0,0,0,0,1,3,112500,26.07856424,5.045962614,0
0,0,1,0,0,0,1,0,2,18,157500,58.06826971,0,1
0,0,1,0,0,0,0,0,2,56,207000,46.50335051,10.76818826,0
1,1,0,0,0,0,1,0,2,12,157500,63.06768791,0,0
0,0,1,1,1,0,0,2,4,30,67500,29.3448873,10.54641779,0
0,0,0,0,0,0,1,0,2,19,121500,58.79655298,0,0
1,1,1,0,0,0,0,2,4,37,225000,44.0364963,3.783787484,0
1,0,1,0,0,0,0,0,1,50,225000,27.87736915,6.579190538,0
0,0,0,0,0,0,0,0,2,31,135000,49.25768496,15.35144459,0
0,1,1,0,0,1,0,0,2,20,225000,48.72105519,6.707872167,0
1,1,1,0,0,0,0,0,1,46,202500,49.53695148,8.380733348,0
0,0,1,0,0,0,1,0,2,2,292500,57.7123418,0,0
1,1,1,1,0,1,0,0,2,14,247500,55.06478572,2.395668631,0
1,0,1,0,0,0,0,0,2,43,337500,36.31286063,14.42603202,0
1,0,0,0,0,0,0,0,1,33,202500,40.44436231,0.421637679,0
1,1,1,0,0,0,0,1,3,31,315000,47.55744471,1.347050247,0
1,0,1,0,0,0,0,0,1,11,144000,23.7978877,1.295030014,0
0,0,0,0,1,0,1,0,1,33,157500,55.58498806,0,0
1,1,1,0,1,0,1,0,2,28,112500,60.23669206,0,0
0,0,1,0,1,0,1,0,2,27,135000,63.02388139,0,0
1,0,1,0,0,0,1,0,2,60,108000,66.70910423,0,0
1,0,1,0,0,0,0,0,1,11,382500,23.98406538,2.127353744,0
1,1,1,0,0,0,0,0,2,7,337500,64.91851304,20.51787511,1
0,0,1,1,1,0,0,0,1,17,180000,62.23262627,36.7290225,0
0,0,1,0,0,0,1,0,2,40,112500,58.648706,0,0
0,0,0,0,0,0,1,0,2,38,252000,57.76983785,0,1
1,1,1,0,0,0,0,1,3,10,135000,51.00994545,17.41035066,1
0,0,0,1,1,0,0,0,2,50,112500,50.79091289,14.10022109,0
0,0,1,0,0,0,0,2,4,16,81000,29.30929451,0.407948144,0
0,0,0,1,0,0,0,0,2,40,112500,32.0006571,3.181447942,0
0,0,1,0,0,0,0,1,3,15,202500,39.62846602,14.13307597,0
1,0,0,1,0,0,0,0,2,18,225000,27.12718263,0.755662334,0
1,0,0,0,0,0,0,0,1,12,135000,51.95178546,4.429933537,0
0,1,1,0,0,0,0,2,4,12,175500,51.13315126,1.456566528,0
0,0,0,0,0,0,0,0,2,49,85500,39.4641916,3.43059748,0
0,0,0,0,0,0,0,1,3,9,67500,45.39723608,19.05309486,0
1,1,1,0,1,0,0,0,2,48,450000,52.25843104,12.13987967,0
0,0,1,1,1,0,0,1,2,46,90000,47.88599355,0.679000938,0
0,0,0,0,0,0,1,0,2,12,225000,56.66372342,0,0
1,0,0,0,0,0,0,0,1,13,112500,62.16965441,18.53836834,0
1,1,0,0,0,0,0,0,2,7,315000,40.76195952,21.23520675,0
0,0,1,0,1,0,1,0,2,9,135000,59.04844042,0,0
0,0,1,0,0,0,1,0,2,56,360000,60.59261997,0,0
0,0,1,0,0,0,0,0,2,13,175950,56.02305318,5.15000308,0
1,0,1,0,0,0,0,2,4,17,337500,26.64531099,0.366879539,0
0,0,1,1,1,0,0,2,4,22,153000,29.52285126,2.768023984,0
0,0,1,0,0,0,0,0,1,2,202500,50.9141187,19.95386627,0
0,0,0,0,0,0,0,1,3,40,157500,31.20666407,4.618849121,1
0,0,1,0,1,1,0,0,2,28,90000,55.35774177,3.351198177,0
0,0,1,1,1,0,0,0,2,30,117000,33.36139688,12.895542,0
0,0,1,0,0,0,1,0,1,20,283500,61.504343,0,0
